log_Patients
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.3862943611198906
0.0
1.0986122886681098
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.6094379124341003
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.6094379124341003
0.6931471805599453
1.0986122886681098
0.0
0.0
0.6931471805599453
0.0
0.0
0.0
0.0
1.3862943611198906
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.6931471805599453
0.6931471805599453
0.6931471805599453
0.6931471805599453
0.6931471805599453
0.0
0.0
1.9459101490553132
0.0
1.0986122886681098
0.0
0.0
1.6094379124341003
0.0
1.3862943611198906
1.6094379124341003
1.0986122886681098
1.6094379124341003
1.791759469228055
1.6094379124341003
0.0
1.0986122886681098
2.3978952727983707
1.9459101490553132
2.302585092994046
1.9459101490553132
3.044522437723423
0.0
2.1972245773362196
2.4849066497880004
2.9444389791664403
2.772588722239781
2.1972245773362196
2.1972245773362196
0.0
2.8903717578961645
2.4849066497880004
2.995732273553991
2.6390573296152584
2.8903717578961645
2.8903717578961645
0.6931471805599453
2.302585092994046
2.995732273553991
2.70805020110221
2.8903717578961645
2.995732273553991
3.091042453358316
1.0986122886681098
2.8903717578961645
3.8066624897703196
3.1780538303479458
3.2188758248682006
1.9459101490553132
3.58351893845611
0.6931471805599453
3.7612001156935624
2.302585092994046
