mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_gamma,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_reg_alpha,param_reg_lambda,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,total_hpo_time_s,final_model_training_time_s
3.305146074295044,0.049479525329903615,0.043947458267211914,0.0047040828899321515,0.9705203514053395,0.32553851275097223,0.14224395133156711,6,8,1279,0.3308980248526492,0.06355835028602363,0.7243929286862649,"{'colsample_bytree': np.float64(0.9705203514053395), 'gamma': np.float64(0.32553851275097223), 'learning_rate': np.float64(0.14224395133156711), 'max_depth': 6, 'min_child_weight': 8, 'n_estimators': 1279, 'reg_alpha': np.float64(0.3308980248526492), 'reg_lambda': np.float64(0.06355835028602363), 'subsample': np.float64(0.7243929286862649)}",-0.2651456609604878,-0.28205612649773076,-0.29163656341419203,-0.30762955067151854,-0.28144313335435706,-0.28558220697965725,0.013928088044938239,86,397.50853204727173,3.6126084327697754
3.4534265041351317,0.11305602148265788,0.0492825984954834,0.006149155518221903,0.7300733288106989,0.36480308916903204,0.10063362070328197,8,3,1460,0.38292687475378984,0.9717120953891037,0.9395655297064336,"{'colsample_bytree': np.float64(0.7300733288106989), 'gamma': np.float64(0.36480308916903204), 'learning_rate': np.float64(0.10063362070328197), 'max_depth': 8, 'min_child_weight': 3, 'n_estimators': 1460, 'reg_alpha': np.float64(0.38292687475378984), 'reg_lambda': np.float64(0.9717120953891037), 'subsample': np.float64(0.9395655297064336)}",-0.2631021925805993,-0.27824945335543055,-0.2891274057325738,-0.28984568869108907,-0.2656457218433503,-0.2771940924406086,0.01127410435986867,47,397.50853204727173,3.6126084327697754
7.745817089080811,0.15526257482842087,0.07860393524169922,0.009446277603503942,0.8886918084659492,0.11799245987447787,0.04341024841419859,8,9,706,0.42754101835854963,0.02541912674409519,0.6431565707973218,"{'colsample_bytree': np.float64(0.8886918084659492), 'gamma': np.float64(0.11799245987447787), 'learning_rate': np.float64(0.04341024841419859), 'max_depth': 8, 'min_child_weight': 9, 'n_estimators': 706, 'reg_alpha': np.float64(0.42754101835854963), 'reg_lambda': np.float64(0.02541912674409519), 'subsample': np.float64(0.6431565707973218)}",-0.25882379353277074,-0.27247663420946217,-0.28622961953324466,-0.2914679373530539,-0.2686987761534807,-0.2755393521564024,0.011862421880288082,36,397.50853204727173,3.6126084327697754
4.212588882446289,0.1920261359529984,0.042870950698852536,0.006513572111618073,0.6125716742746937,0.3182052056318902,0.052153397161449,9,5,906,0.6044173792778172,0.5398410913016731,0.6812244898939077,"{'colsample_bytree': np.float64(0.6125716742746937), 'gamma': np.float64(0.3182052056318902), 'learning_rate': np.float64(0.052153397161449), 'max_depth': 9, 'min_child_weight': 5, 'n_estimators': 906, 'reg_alpha': np.float64(0.6044173792778172), 'reg_lambda': np.float64(0.5398410913016731), 'subsample': np.float64(0.6812244898939077)}",-0.25685078223207536,-0.2771064344604619,-0.28245775253777233,-0.29416804889187587,-0.2683146318116403,-0.27577952998676514,0.012637398116482427,37,397.50853204727173,3.6126084327697754
3.4788143634796143,0.0877094164538328,0.03510713577270508,0.00448962285356067,0.9771414282231924,0.299432733244268,0.10921773995595568,9,2,1181,0.808120379564417,0.6334037565104235,0.9485842360750871,"{'colsample_bytree': np.float64(0.9771414282231924), 'gamma': np.float64(0.299432733244268), 'learning_rate': np.float64(0.10921773995595568), 'max_depth': 9, 'min_child_weight': 2, 'n_estimators': 1181, 'reg_alpha': np.float64(0.808120379564417), 'reg_lambda': np.float64(0.6334037565104235), 'subsample': np.float64(0.9485842360750871)}",-0.26211880720722763,-0.2817292924987529,-0.3035298335798394,-0.2941418512754377,-0.26482041800757533,-0.2812680405137665,0.016116777654184167,63,397.50853204727173,3.6126084327697754
3.8970797538757322,0.06857502883127281,0.038135957717895505,0.00513742557010513,0.9214688307596458,0.09328502944301792,0.13888384977349666,8,7,847,0.3562978380769749,0.906828441545754,0.7088528997538541,"{'colsample_bytree': np.float64(0.9214688307596458), 'gamma': np.float64(0.09328502944301792), 'learning_rate': np.float64(0.13888384977349666), 'max_depth': 8, 'min_child_weight': 7, 'n_estimators': 847, 'reg_alpha': np.float64(0.3562978380769749), 'reg_lambda': np.float64(0.906828441545754), 'subsample': np.float64(0.7088528997538541)}",-0.27772593728322353,-0.30195945552098086,-0.28816792776391636,-0.30617308189570974,-0.2911952171318393,-0.29304432391913393,0.010136027446553512,98,397.50853204727173,3.6126084327697754
25.79553108215332,0.3295435017209939,0.16733121871948242,0.008408568008694172,0.8590760482165449,0.0002601884976579094,0.057885328450125346,8,7,1209,0.5107473025775657,0.417411003148779,0.6888431241882921,"{'colsample_bytree': np.float64(0.8590760482165449), 'gamma': np.float64(0.0002601884976579094), 'learning_rate': np.float64(0.057885328450125346), 'max_depth': 8, 'min_child_weight': 7, 'n_estimators': 1209, 'reg_alpha': np.float64(0.5107473025775657), 'reg_lambda': np.float64(0.417411003148779), 'subsample': np.float64(0.6888431241882921)}",-0.2654108609113324,-0.28276828018607575,-0.2846225224658146,-0.30322658269068653,-0.28007041646494313,-0.28321973254377053,0.012079071008838626,80,397.50853204727173,3.6126084327697754
3.3700024127960204,0.08368151772601339,0.034958934783935545,0.002101504466181552,0.6479461469334731,0.16880758570181398,0.14643645558687787,11,8,732,0.4038361710580408,0.06489224710898156,0.7015661655737379,"{'colsample_bytree': np.float64(0.6479461469334731), 'gamma': np.float64(0.16880758570181398), 'learning_rate': np.float64(0.14643645558687787), 'max_depth': 11, 'min_child_weight': 8, 'n_estimators': 732, 'reg_alpha': np.float64(0.4038361710580408), 'reg_lambda': np.float64(0.06489224710898156), 'subsample': np.float64(0.7015661655737379)}",-0.2714717829321321,-0.30222837903747807,-0.297873885648594,-0.30902497674502905,-0.287657764860551,-0.2936513578447568,0.013081283513863833,99,397.50853204727173,3.6126084327697754
4.638752174377442,0.1624553900788594,0.05735092163085938,0.0034453824316920817,0.6987504251354405,0.3481521364198942,0.1118405884886663,10,1,1451,0.036886947354532795,0.6095643339798968,0.8010716092915446,"{'colsample_bytree': np.float64(0.6987504251354405), 'gamma': np.float64(0.3481521364198942), 'learning_rate': np.float64(0.1118405884886663), 'max_depth': 10, 'min_child_weight': 1, 'n_estimators': 1451, 'reg_alpha': np.float64(0.036886947354532795), 'reg_lambda': np.float64(0.6095643339798968), 'subsample': np.float64(0.8010716092915446)}",-0.2574595254237179,-0.282341914311215,-0.29901945445962697,-0.29871823694178656,-0.2747928081031944,-0.2824663878479082,0.015635658612827234,77,397.50853204727173,3.6126084327697754
3.054962158203125,0.05880993260449962,0.037613296508789064,0.002872905234714062,0.6205915004999957,0.13932323211830572,0.14123988289499806,8,2,552,0.489452760277563,0.9856504541106007,0.6968221086046001,"{'colsample_bytree': np.float64(0.6205915004999957), 'gamma': np.float64(0.13932323211830572), 'learning_rate': np.float64(0.14123988289499806), 'max_depth': 8, 'min_child_weight': 2, 'n_estimators': 552, 'reg_alpha': np.float64(0.489452760277563), 'reg_lambda': np.float64(0.9856504541106007), 'subsample': np.float64(0.6968221086046001)}",-0.27138601023545494,-0.2938820731944846,-0.2956765371215078,-0.30710349588498587,-0.2898041003554619,-0.291570443358379,0.011610432096893336,97,397.50853204727173,3.6126084327697754
